date,TCB_code,TCB_high,TCB_low,TCB_open,TCB_close,TCB_adjust,TCB_volume_match,TCB_value_match
2025-03-04,TCB,27.55,26.0,26.1,27.5,27.5,40196300.0,1080533000000.0
2025-03-03,TCB,26.3,26.05,26.15,26.1,26.1,9359400.0,245016000000.0
2025-02-28,TCB,26.3,26.05,26.25,26.1,26.1,12220900.0,319678000000.0
2025-02-27,TCB,26.4,26.0,26.4,26.25,26.25,12505900.0,327723000000.0
2025-02-26,TCB,26.55,26.3,26.4,26.3,26.3,9946900.0,262538000000.0
2025-02-25,TCB,26.8,26.35,26.6,26.4,26.4,14496400.0,384394000000.0
2025-02-24,TCB,26.65,26.3,26.4,26.5,26.5,11762200.0,311786000000.0
2025-02-21,TCB,26.6,26.4,26.6,26.5,26.5,8800600.0,233204000000.0
2025-02-20,TCB,26.6,26.05,26.2,26.55,26.55,21179500.0,559353000000.0
2025-02-19,TCB,26.15,25.8,25.95,26.1,26.1,12938100.0,336528000000.0
2025-02-18,TCB,26.1,25.65,25.7,25.85,25.85,10757000.0,278425000000.0
2025-02-17,TCB,26.1,25.7,26.0,25.7,25.7,10972700.0,283843000000.0
2025-02-14,TCB,26.2,25.9,26.1,26.0,26.0,10239600.0,266397000000.0
