date,TCB_code,TCB_high,TCB_low,TCB_open,TCB_close,TCB_adjust,TCB_volume_match,TCB_value_match
2025-02-13,TCB,26.0,25.55,25.6,25.95,25.95,11953600.0,308484000000.0
2025-02-12,TCB,26.0,25.7,26.0,25.7,25.7,11524500.0,297400000000.0
2025-02-11,TCB,26.15,25.75,26.1,25.9,25.9,15667000.0,406231000000.0
2025-02-10,TCB,26.25,25.45,25.75,25.75,25.75,22152900.0,571837000000.0
2025-02-07,TCB,25.8,25.2,25.45,25.75,25.75,26585000.0,679303000000.0
2025-02-06,TCB,25.5,24.8,24.9,25.2,25.2,37579600.0,949792000000.0
2025-02-05,TCB,24.9,24.55,24.85,24.7,24.7,9430900.0,232835000000.0
2025-02-04,TCB,24.7,24.3,24.35,24.65,24.65,12471500.0,305940000000.0
2025-01-24,TCB,24.85,24.65,24.8,24.75,24.75,10331500.0,256073000000.0
2025-01-23,TCB,24.85,24.25,24.35,24.6,24.6,21069200.0,518878000000.0
2025-01-22,TCB,24.45,24.15,24.45,24.2,24.2,7455200.0,180863000000.0
2025-01-21,TCB,24.5,24.15,24.4,24.2,24.2,8127000.0,197425000000.0
2025-01-20,TCB,24.5,24.25,24.4,24.4,24.4,5183100.0,126296000000.0
2025-01-17,TCB,24.4,23.75,23.85,24.4,24.4,10016400.0,241180000000.0
2025-01-16,TCB,23.95,23.6,23.85,23.85,23.85,8074100.0,191942000000.0
2025-01-15,TCB,23.9,23.65,23.8,23.7,23.7,6720200.0,159898000000.0
2025-01-14,TCB,23.75,23.5,23.55,23.6,23.6,4180100.0,98696000000.0
2025-01-13,TCB,23.8,23.15,23.2,23.8,23.8,7939900.0,185556000000.0
2025-01-10,TCB,24.0,23.4,24.0,23.4,23.4,6232100.0,147626000000.0
2025-01-09,TCB,24.05,23.75,24.05,23.95,23.95,4709000.0,112427000000.0
2025-01-08,TCB,24.3,23.65,23.8,23.95,23.95,11947100.0,285854000000.0
2025-01-07,TCB,23.9,23.55,23.9,23.65,23.65,7615500.0,180721000000.0
2025-01-06,TCB,23.85,23.5,23.6,23.6,23.6,8132700.0,192549000000.0
2025-01-03,TCB,24.35,23.6,24.35,23.6,23.6,17426900.0,417061000000.0
2025-01-02,TCB,24.7,24.3,24.65,24.35,24.35,7834500.0,191263000000.0
2024-12-31,TCB,24.65,24.35,24.35,24.65,24.65,9403700.0,230694000000.0
2024-12-30,TCB,24.75,24.35,24.75,24.4,24.4,10145800.0,248693000000.0
2024-12-27,TCB,24.9,24.45,24.5,24.6,24.6,15395600.0,379726000000.0
2024-12-26,TCB,24.55,24.3,24.5,24.35,24.35,5475600.0,133655000000.0
2024-12-25,TCB,24.9,23.95,24.0,24.45,24.45,18370600.0,449441000000.0
2024-12-24,TCB,24.05,23.8,24.05,24.0,24.0,5175500.0,123703000000.0
2024-12-23,TCB,24.05,23.8,24.0,23.9,23.9,3208600.0,76832000000.0
2024-12-20,TCB,23.95,23.8,23.85,23.8,23.8,4594100.0,109557000000.0
2024-12-19,TCB,24.05,23.75,24.0,23.75,23.75,15028500.0,359406000000.0
2024-12-18,TCB,24.3,24.1,24.25,24.2,24.2,5786300.0,139936000000.0
2024-12-17,TCB,24.4,24.15,24.4,24.2,24.2,5387400.0,130497000000.0
2024-12-16,TCB,24.4,24.1,24.3,24.3,24.3,6356400.0,154116000000.0
2024-12-13,TCB,24.55,24.1,24.3,24.35,24.35,11020400.0,268555000000.0
2024-12-12,TCB,24.5,24.15,24.2,24.25,24.25,18543300.0,451513000000.0
2024-12-11,TCB,24.3,24.0,24.05,24.15,24.15,10341200.0,249897000000.0
2024-12-10,TCB,24.2,24.0,24.05,24.05,24.05,7039400.0,169424000000.0
2024-12-09,TCB,24.3,23.95,24.1,24.15,24.15,7597400.0,183084000000.0
2024-12-06,TCB,24.25,23.95,24.2,24.15,24.15,10921300.0,263157000000.0
2024-12-05,TCB,24.2,23.35,23.45,24.2,24.2,14188900.0,337845000000.0
2024-12-04,TCB,23.6,23.4,23.45,23.45,23.45,8179300.0,191973000000.0
2024-12-03,TCB,23.75,23.45,23.65,23.65,23.65,8333300.0,196574000000.0
2024-12-02,TCB,23.7,23.4,23.7,23.65,23.65,6569300.0,154697000000.0
2024-11-29,TCB,23.6,23.35,23.5,23.6,23.6,8447400.0,198643000000.0
2024-11-28,TCB,23.7,23.4,23.65,23.6,23.6,8136900.0,191321000000.0
2024-11-27,TCB,23.6,23.35,23.5,23.5,23.5,6388200.0,149672000000.0
2024-11-26,TCB,23.7,23.45,23.5,23.55,23.55,6757500.0,159335000000.0
2024-11-25,TCB,23.6,23.4,23.5,23.5,23.5,7187600.0,168869000000.0
2024-11-22,TCB,23.55,23.15,23.2,23.5,23.5,14405800.0,337326000000.0
2024-11-21,TCB,23.2,22.6,22.8,23.2,23.2,11213000.0,256443000000.0
2024-11-20,TCB,22.85,22.25,22.3,22.85,22.85,10247500.0,231178000000.0
2024-11-19,TCB,22.55,22.2,22.55,22.4,22.4,6936100.0,155044000000.0
2024-11-18,TCB,22.7,22.2,22.4,22.45,22.45,12110400.0,271189000000.0
2024-11-15,TCB,22.8,22.4,22.8,22.45,22.45,14453100.0,326473000000.0
2024-11-14,TCB,23.05,22.75,23.0,22.8,22.8,7429400.0,169875000000.0
2024-11-13,TCB,23.15,22.7,23.0,23.15,23.15,13323900.0,304916000000.0
2024-11-12,TCB,23.4,22.9,23.4,23.05,23.05,12489700.0,288440000000.0
2024-11-11,TCB,23.7,23.05,23.7,23.2,23.2,15357300.0,356555000000.0
2024-11-08,TCB,24.0,23.45,24.0,23.6,23.6,13097100.0,309340000000.0
2024-11-07,TCB,24.15,23.85,24.15,23.85,23.85,8601500.0,206009000000.0
2024-11-06,TCB,24.05,23.6,23.6,23.9,23.9,15680200.0,374208000000.0
2024-11-05,TCB,23.65,23.45,23.5,23.45,23.45,9921800.0,233528000000.0
2024-11-04,TCB,23.75,23.4,23.75,23.45,23.45,13930100.0,327823000000.0
2024-11-01,TCB,24.0,23.7,23.85,23.7,23.7,14550800.0,346690000000.0
2024-10-31,TCB,24.1,23.85,24.0,23.9,23.9,8621600.0,206417000000.0
2024-10-30,TCB,24.0,23.75,23.8,24.0,24.0,11087000.0,264495000000.0
2024-10-29,TCB,23.85,23.7,23.7,23.75,23.75,6285800.0,149397000000.0
2024-10-28,TCB,23.7,23.45,23.5,23.65,23.65,7020100.0,165403000000.0
2024-10-25,TCB,23.85,23.4,23.75,23.5,23.5,14325400.0,338076000000.0
2024-10-24,TCB,24.2,23.55,24.15,23.65,23.65,14256700.0,340366000000.0
2024-10-23,TCB,24.3,23.75,24.2,24.2,24.2,16761400.0,403132000000.0
2024-10-22,TCB,24.4,24.0,24.2,24.2,24.2,16879300.0,408961000000.0
2024-10-21,TCB,24.5,24.1,24.45,24.15,24.15,9745000.0,236623000000.0
2024-10-18,TCB,24.8,24.4,24.45,24.45,24.45,15418700.0,378690000000.0
2024-10-17,TCB,24.4,24.1,24.2,24.35,24.35,9422800.0,228544000000.0
2024-10-16,TCB,24.3,24.1,24.2,24.2,24.2,9019700.0,218061000000.0
2024-10-15,TCB,24.6,24.15,24.35,24.25,24.25,14126800.0,343880000000.0
2024-10-14,TCB,24.6,24.35,24.55,24.35,24.35,11945500.0,292054000000.0
2024-10-11,TCB,24.6,24.25,24.55,24.45,24.45,13916200.0,339158000000.0
2024-10-10,TCB,25.0,24.55,24.9,24.55,24.55,18247800.0,452743000000.0
2024-10-09,TCB,24.75,24.3,24.4,24.65,24.65,21677200.0,531905000000.0
2024-10-08,TCB,24.6,24.2,24.2,24.4,24.4,16248500.0,396726000000.0
2024-10-07,TCB,24.35,24.0,24.25,24.15,24.15,12843900.0,310096000000.0
2024-10-04,TCB,24.45,24.05,24.35,24.05,24.05,21424400.0,518485000000.0
2024-10-03,TCB,25.2,24.35,24.95,24.35,24.35,29754600.0,737832000000.0
2024-10-02,TCB,25.15,24.35,24.55,24.9,24.9,28212200.0,700469000000.0
2024-10-01,TCB,24.8,24.15,24.2,24.65,24.65,40736400.0,999569000000.0
2024-09-30,TCB,24.35,23.95,24.15,24.2,24.2,21491800.0,519181000000.0
2024-09-27,TCB,24.35,24.05,24.2,24.2,24.2,16810100.0,406791000000.0
2024-09-26,TCB,24.4,23.65,23.8,24.1,24.1,26218200.0,632421000000.0
2024-09-25,TCB,23.95,23.6,23.75,23.8,23.8,23428400.0,558115000000.0
2024-09-24,TCB,23.6,23.3,23.3,23.55,23.55,11039500.0,258773000000.0
2024-09-23,TCB,23.75,23.35,23.55,23.35,23.35,8232000.0,193244000000.0
2024-09-20,TCB,23.7,23.3,23.3,23.55,23.55,30615100.0,720214000000.0
2024-09-19,TCB,23.2,22.9,23.2,23.2,23.2,13432600.0,309738000000.0
2024-09-18,TCB,23.1,22.7,22.75,23.0,23.0,15057800.0,345467000000.0
2024-09-17,TCB,22.75,22.15,22.15,22.75,22.75,7238500.0,162258000000.0
2024-09-16,TCB,22.7,22.2,22.2,22.2,22.2,11594300.0,260242000000.0
2024-09-13,TCB,22.35,22.15,22.3,22.2,22.2,10103800.0,224969000000.0
2024-09-12,TCB,22.4,22.15,22.3,22.3,22.3,9122600.0,203207000000.0
2024-09-11,TCB,22.25,21.95,22.15,22.1,22.1,11246200.0,248249000000.0
2024-09-10,TCB,22.75,22.2,22.7,22.25,22.25,14110600.0,316379000000.0
2024-09-09,TCB,22.85,22.6,22.7,22.65,22.65,12271500.0,278573000000.0
2024-09-06,TCB,22.95,22.65,22.8,22.8,22.8,12161700.0,276731000000.0
2024-09-05,TCB,23.05,22.7,22.9,22.8,22.8,11375000.0,260631000000.0
2024-09-04,TCB,23.25,22.85,23.05,23.0,23.0,13719600.0,315271000000.0
2024-08-30,TCB,23.35,23.0,23.0,23.35,23.35,13276300.0,307806000000.0
2024-08-29,TCB,23.25,23.0,23.0,23.0,23.0,16097600.0,372072000000.0
2024-08-28,TCB,23.15,22.6,22.7,23.0,23.0,19145000.0,438811000000.0
2024-08-27,TCB,22.7,22.45,22.5,22.65,22.65,15067700.0,339851000000.0
2024-08-26,TCB,22.65,22.4,22.5,22.5,22.5,16940600.0,381473000000.0
2024-08-23,TCB,22.5,22.2,22.35,22.4,22.4,11973100.0,267458000000.0
2024-08-22,TCB,22.65,22.0,22.0,22.35,22.35,20780600.0,464663000000.0
2024-08-21,TCB,22.1,21.55,21.7,22.0,22.0,20036300.0,438791000000.0
2024-08-20,TCB,22.05,21.8,21.95,21.85,21.85,12413000.0,271819000000.0
2024-08-19,TCB,21.95,21.4,21.55,21.9,21.9,15706900.0,339661000000.0
2024-08-16,TCB,21.55,21.05,21.15,21.45,21.45,21418700.0,456461000000.0
2024-08-15,TCB,21.2,20.95,21.2,21.15,21.15,9559800.0,201168000000.0
2024-08-14,TCB,21.3,20.9,21.05,21.2,21.2,11836400.0,249863000000.0
2024-08-13,TCB,21.2,20.9,21.2,21.0,21.0,11492700.0,241407000000.0
2024-08-12,TCB,21.25,21.0,21.2,21.25,21.25,10346600.0,218495000000.0
2024-08-09,TCB,21.3,21.0,21.0,21.1,21.1,14966900.0,316018000000.0
2024-08-08,TCB,21.65,20.75,21.6,20.85,20.85,41051900.0,866398000000.0
2024-08-07,TCB,22.4,21.75,22.4,21.8,21.8,19624800.0,431174000000.0
2024-08-06,TCB,22.6,22.05,22.4,22.3,22.3,17667600.0,393769000000.0
2024-08-05,TCB,23.0,22.3,23.0,22.3,22.3,16810500.0,379836000000.0
2024-08-02,TCB,23.5,22.55,22.55,23.5,23.5,13700300.0,315316000000.0
2024-08-01,TCB,23.25,22.55,23.2,23.0,23.0,11637400.0,266908000000.0
2024-07-31,TCB,23.35,22.95,23.0,23.25,23.25,11002900.0,254431000000.0
2024-07-30,TCB,22.95,22.6,22.7,22.95,22.95,6723500.0,152941000000.0
2024-07-29,TCB,22.95,22.75,22.85,22.75,22.75,5198700.0,118651000000.0
2024-07-26,TCB,22.85,22.6,22.7,22.75,22.75,6322500.0,143759000000.0
2024-07-25,TCB,22.9,22.55,22.85,22.75,22.75,8303700.0,188604000000.0
2024-07-24,TCB,23.2,22.85,22.85,23.0,23.0,10819000.0,248875000000.0
2024-07-23,TCB,23.8,23.0,23.8,23.05,23.05,12471200.0,291295000000.0
2024-07-22,TCB,23.8,23.0,23.3,23.65,23.65,14480100.0,339930000000.0
2024-07-19,TCB,23.75,23.1,23.75,23.4,23.4,14092100.0,329127000000.0
2024-07-18,TCB,23.85,23.3,23.7,23.7,23.7,11221300.0,263874000000.0
2024-07-17,TCB,24.2,22.8,22.85,23.7,23.7,27351200.0,640897000000.0
2024-07-16,TCB,22.85,22.55,22.65,22.7,22.7,11029900.0,250149000000.0
2024-07-15,TCB,22.9,22.6,22.85,22.65,22.65,6044600.0,137477000000.0
2024-07-12,TCB,23.0,22.8,22.85,22.8,22.8,5523200.0,126160000000.0
2024-07-11,TCB,23.35,22.8,23.15,22.8,22.8,15419800.0,354376000000.0
2024-07-10,TCB,23.45,23.1,23.4,23.15,23.15,10290600.0,238407000000.0
2024-07-09,TCB,23.5,23.25,23.3,23.35,23.35,11389200.0,266420000000.0
2024-07-08,TCB,23.5,23.1,23.5,23.45,23.45,6699200.0,155874000000.0
2024-07-05,TCB,23.5,23.2,23.35,23.5,23.5,8377700.0,195700000000.0
2024-07-04,TCB,23.55,23.3,23.5,23.5,23.5,5683100.0,133163000000.0
2024-07-03,TCB,23.55,22.9,22.95,23.5,23.5,10183800.0,237341000000.0
2024-07-02,TCB,23.2,22.65,22.85,22.9,22.9,9248300.0,212208000000.0
2024-07-01,TCB,23.1,22.65,23.1,22.65,22.65,9012800.0,205554000000.0
2024-06-28,TCB,23.5,22.5,23.45,23.35,23.35,21090100.0,484182000000.0
2024-06-27,TCB,23.7,23.35,23.65,23.45,23.45,12338200.0,289615000000.0
2024-06-26,TCB,24.0,23.55,23.95,24.0,24.0,7388500.0,176203000000.0
2024-06-25,TCB,24.0,23.4,23.95,24.0,24.0,12070000.0,285570000000.0
2024-06-24,TCB,24.5,23.6,24.5,23.95,23.95,14021100.0,336649000000.0
2024-06-21,TCB,24.95,24.2,24.95,24.5,24.5,11686300.0,286014000000.0
2024-06-20,TCB,25.15,24.5,24.55,24.8,24.8,34583800.0,858856000000.0
2024-06-19,TCB,49.0,48.15,49.0,48.3,24.15,17027300.0,824490000000.0
2024-06-18,TCB,49.1,48.2,48.6,48.8,24.4,10243100.0,498666000000.0
2024-06-17,TCB,49.05,48.5,49.05,48.6,24.3,9687200.0,471412000000.0
2024-06-14,TCB,49.55,49.1,49.5,49.1,24.55,9835600.0,485343000000.0
2024-06-13,TCB,49.6,49.3,49.5,49.4,24.7,8424900.0,416344000000.0
2024-06-12,TCB,49.5,49.0,49.35,49.4,24.7,9157900.0,450731000000.0
2024-06-11,TCB,49.85,49.15,49.5,49.35,24.68,16586900.0,820024000000.0
2024-06-10,TCB,49.5,48.35,49.5,48.9,24.45,8633400.0,422117000000.0
2024-06-07,TCB,49.7,48.7,49.0,49.1,24.55,15463100.0,758510000000.0
2024-06-06,TCB,48.0,47.2,47.55,48.0,24.0,13114900.0,624895000000.0
2024-06-05,TCB,47.75,47.2,47.7,47.5,23.75,9260100.0,439028000000.0
2024-06-04,TCB,47.8,47.0,47.5,47.6,23.8,9962000.0,472346000000.0
2024-06-03,TCB,47.7,47.1,47.5,47.15,23.58,10681000.0,506227000000.0
2024-05-31,TCB,47.0,46.3,46.8,47.0,23.5,5677200.0,266005000000.0
2024-05-30,TCB,46.8,45.85,46.05,46.8,23.4,7573700.0,349387000000.0
2024-05-29,TCB,47.05,46.4,47.0,46.5,23.25,6948600.0,324186000000.0
2024-05-28,TCB,46.95,46.3,46.5,46.9,23.45,6014900.0,279692000000.0
2024-05-27,TCB,46.6,46.0,46.4,46.5,23.25,5007700.0,231332000000.0
2024-05-24,TCB,47.25,45.8,46.15,46.4,23.2,14617600.0,679742000000.0
2024-05-23,TCB,46.65,45.85,46.3,46.5,23.25,7238900.0,334620000000.0
2024-05-22,TCB,47.5,46.35,47.25,46.4,23.2,14666400.0,685518000000.0
2024-05-21,TCB,48.2,47.05,48.1,47.2,23.6,11258500.0,533942000000.0
2024-05-20,TCB,50.5,49.55,49.95,49.7,24.1,9304700.0,464015000000.0
2024-05-17,TCB,50.0,49.65,49.75,49.75,24.12,6345600.0,315969000000.0
2024-05-16,TCB,49.95,48.4,48.5,49.9,24.2,20864900.0,1028536000000.0
2024-05-15,TCB,48.15,47.75,47.9,48.1,23.32,9678900.0,464335000000.0
2024-05-14,TCB,48.45,47.85,48.45,47.9,23.23,7472800.0,359033000000.0
2024-05-13,TCB,48.65,48.0,48.5,48.4,23.47,6004900.0,289833000000.0
2024-05-10,TCB,48.8,47.9,48.8,48.5,23.52,7679300.0,370169000000.0
2024-05-09,TCB,48.9,47.8,48.6,48.45,23.49,8705600.0,421065000000.0
2024-05-08,TCB,49.2,47.3,47.9,48.2,23.37,15386300.0,742473000000.0
2024-05-07,TCB,48.35,47.7,48.35,47.9,23.23,9058500.0,434180000000.0
2024-05-06,TCB,48.7,47.9,48.5,48.35,23.44,7906500.0,381392000000.0
2024-05-03,TCB,48.8,47.4,47.5,48.2,23.37,13660600.0,656845000000.0
2024-05-02,TCB,46.95,46.35,46.8,46.85,22.72,4351500.0,203542000000.0
2024-04-26,TCB,46.9,45.65,46.0,46.6,22.6,5678300.0,263032000000.0
2024-04-25,TCB,47.0,45.8,47.0,46.15,22.38,7161400.0,331374000000.0
2024-04-24,TCB,47.05,46.4,46.8,47.0,22.79,7532200.0,353146000000.0
2024-04-23,TCB,47.5,45.5,45.5,46.2,22.4,15592800.0,724104000000.0
2024-04-22,TCB,45.7,44.9,45.35,45.25,21.94,6813500.0,308859000000.0
2024-04-19,TCB,44.65,43.35,44.0,44.5,21.58,14444400.0,634319000000.0
2024-04-17,TCB,45.6,44.65,45.5,44.85,21.75,7454000.0,337017000000.0
2024-04-16,TCB,45.5,44.2,44.95,45.5,22.06,15151800.0,679452000000.0
2024-04-15,TCB,47.45,44.2,47.2,44.4,21.53,13735800.0,631663000000.0
2024-04-12,TCB,47.45,45.1,45.45,47.4,22.98,13456300.0,621668000000.0
2024-04-11,TCB,45.65,44.95,45.05,45.1,21.87,11371200.0,514678000000.0
2024-04-10,TCB,46.8,45.6,46.0,45.65,22.14,7754300.0,357984000000.0
2024-04-09,TCB,45.8,45.2,45.5,45.8,22.21,5384200.0,245270000000.0
2024-04-08,TCB,45.85,44.9,45.0,45.5,22.06,9964400.0,452651000000.0
2024-04-05,TCB,45.9,45.15,45.5,45.2,21.92,12129600.0,551700000000.0
2024-04-04,TCB,46.75,45.95,46.5,46.0,22.31,10756900.0,497810000000.0
2024-04-03,TCB,47.95,46.8,47.4,46.8,22.69,8776700.0,415259000000.0
2024-04-02,TCB,48.0,47.0,47.6,47.65,23.11,13559100.0,644120000000.0
2024-04-01,TCB,47.7,46.85,47.55,47.45,23.01,8561000.0,404248000000.0
2024-03-29,TCB,48.15,47.55,47.95,47.55,23.06,6403800.0,305602000000.0
2024-03-28,TCB,48.7,47.7,48.7,48.0,23.28,30022800.0,1455079000000.0
2024-03-27,TCB,46.2,45.1,46.2,45.55,22.09,4640100.0,211462000000.0
2024-03-26,TCB,46.2,44.5,44.8,45.95,22.28,7755900.0,352891000000.0
2024-03-25,TCB,46.4,44.15,45.6,44.8,21.72,10737400.0,486485000000.0
2024-03-22,TCB,45.5,44.05,45.5,44.9,21.77,10791500.0,483527000000.0
2024-03-21,TCB,45.1,42.6,42.6,45.1,21.87,16923300.0,737018000000.0
2024-03-20,TCB,42.45,40.05,40.4,42.3,20.51,16882000.0,702032000000.0
2024-03-19,TCB,40.4,39.6,40.2,40.3,19.54,5330900.0,213018000000.0
2024-03-18,TCB,41.2,39.4,41.2,40.1,19.44,11297200.0,453175000000.0
2024-03-15,TCB,41.65,40.4,41.25,41.4,20.07,7540800.0,308243000000.0
2024-03-14,TCB,42.1,41.25,42.1,41.4,20.07,6636800.0,276364000000.0
2024-03-13,TCB,42.0,40.95,41.2,42.0,20.37,7892700.0,327710000000.0
2024-03-12,TCB,41.3,40.1,40.35,41.2,19.98,8497100.0,345713000000.0
2024-03-11,TCB,41.2,39.9,40.9,40.4,19.59,11182600.0,452108000000.0
2024-03-08,TCB,42.6,41.0,42.45,41.0,19.88,20127300.0,836052000000.0
2024-03-07,TCB,43.3,42.4,42.85,42.6,20.66,7214000.0,307948000000.0
2024-03-06,TCB,43.5,41.8,42.05,42.65,20.68,8453900.0,362899000000.0
2024-03-05,TCB,42.2,41.4,41.8,42.2,20.46,6316800.0,263685000000.0
2024-03-04,TCB,42.2,41.35,41.75,41.85,20.29,8435000.0,351897000000.0
2024-03-01,TCB,41.85,41.25,41.7,41.85,20.29,9291100.0,386333000000.0
2024-02-29,TCB,42.45,41.35,42.45,42.2,20.46,9026500.0,377109000000.0
2024-02-28,TCB,42.35,41.55,42.05,42.2,20.46,7524100.0,314693000000.0
2024-02-27,TCB,41.95,41.0,41.4,41.95,20.34,8413100.0,348196000000.0
2024-02-26,TCB,41.5,40.2,40.2,41.2,19.98,9615100.0,392829000000.0
2024-02-23,TCB,42.35,40.0,40.75,40.1,19.44,16442400.0,677466000000.0
2024-02-22,TCB,40.35,38.95,39.0,40.3,19.54,9645200.0,382390000000.0
2024-02-21,TCB,39.35,38.6,38.75,39.0,18.91,7674900.0,299251000000.0
2024-02-20,TCB,39.0,38.5,38.8,38.9,18.86,5413200.0,209654000000.0
2024-02-19,TCB,39.05,38.45,38.55,38.9,18.86,9734800.0,377397000000.0
2024-02-16,TCB,38.7,37.9,38.5,38.5,18.67,7217800.0,276226000000.0
2024-02-15,TCB,38.95,37.45,37.5,38.4,18.62,13071500.0,501542000000.0
2024-02-07,TCB,37.3,35.8,35.8,37.3,18.09,11167100.0,408543000000.0
2024-02-06,TCB,36.2,35.6,35.65,35.65,17.29,4013800.0,144001000000.0
2024-02-05,TCB,36.0,34.4,34.45,35.5,17.21,9600300.0,338581000000.0
2024-02-02,TCB,34.45,34.0,34.0,34.15,16.56,7864700.0,269145000000.0
2024-02-01,TCB,34.65,34.0,34.45,34.15,16.56,6209900.0,212663000000.0
2024-01-31,TCB,35.25,34.4,35.2,34.55,16.75,5380200.0,186831000000.0
2024-01-30,TCB,35.25,34.7,35.1,35.2,17.07,5207300.0,182014000000.0
2024-01-29,TCB,35.65,35.2,35.45,35.25,17.09,3145300.0,111466000000.0
2024-01-26,TCB,35.5,35.0,35.05,35.4,17.17,3145200.0,111040000000.0
2024-01-25,TCB,35.25,34.9,35.25,35.0,16.97,4271400.0,149623000000.0
2024-01-24,TCB,35.55,35.25,35.25,35.25,17.09,3141400.0,111262000000.0
2024-01-23,TCB,36.0,35.4,35.5,35.45,17.19,10075300.0,359447000000.0
2024-01-22,TCB,35.3,34.7,35.3,34.95,16.95,4313700.0,150498000000.0
2024-01-19,TCB,35.15,34.5,34.6,34.95,16.95,7947400.0,276971000000.0
2024-01-18,TCB,34.6,34.05,34.25,34.4,16.68,4108200.0,141018000000.0
2024-01-17,TCB,34.65,34.0,34.15,34.05,16.51,4420000.0,151596000000.0
2024-01-16,TCB,34.2,33.8,34.1,34.15,16.56,4458700.0,151448000000.0
2024-01-15,TCB,34.8,34.3,34.7,34.3,16.63,3727300.0,128681000000.0
2024-01-12,TCB,34.7,33.55,33.85,34.65,16.8,10186600.0,349584000000.0
2024-01-11,TCB,34.6,33.8,34.3,34.15,16.56,6731000.0,230752000000.0
2024-01-10,TCB,34.7,34.25,34.55,34.4,16.68,7189800.0,247959000000.0
2024-01-09,TCB,34.5,33.8,34.0,34.5,16.73,6900500.0,235520000000.0
2024-01-08,TCB,34.15,33.35,33.5,34.1,16.54,6323800.0,213517000000.0
2024-01-05,TCB,33.4,33.0,33.1,33.2,16.1,3569900.0,118391000000.0
2024-01-04,TCB,33.65,32.55,32.6,33.1,16.05,10073900.0,334715000000.0
2024-01-03,TCB,32.6,31.85,31.9,32.6,15.81,5610600.0,180835000000.0
2024-01-02,TCB,32.25,31.8,31.9,32.1,15.57,3710100.0,118894000000.0
2023-12-29,TCB,31.95,31.5,31.7,31.8,15.42,4231700.0,134506000000.0
2023-12-28,TCB,31.65,30.9,30.9,31.5,15.27,5753400.0,180303000000.0
2023-12-27,TCB,31.15,30.85,30.85,30.85,14.96,2015600.0,62431000000.0
2023-12-26,TCB,31.0,30.75,30.85,30.8,14.93,1507400.0,46497000000.0
2023-12-25,TCB,31.0,30.6,30.8,30.95,15.01,2572700.0,79434000000.0
2023-12-22,TCB,30.8,30.45,30.5,30.6,14.84,1853900.0,56816000000.0
2023-12-21,TCB,30.65,30.15,30.3,30.65,14.86,2482700.0,75396000000.0
2023-12-20,TCB,30.55,30.15,30.3,30.35,14.72,1746600.0,52971000000.0
2023-12-19,TCB,30.6,29.8,30.0,30.6,14.84,2109500.0,63346000000.0
2023-12-18,TCB,30.65,30.05,30.6,30.05,14.57,2378300.0,72138000000.0
2023-12-15,TCB,30.8,30.4,30.55,30.6,14.84,2153100.0,65942000000.0
2023-12-14,TCB,30.85,30.55,30.8,30.55,14.81,2552800.0,78283000000.0
2023-12-13,TCB,31.15,30.5,31.15,30.5,14.79,3108700.0,95786000000.0
2023-12-12,TCB,31.05,30.75,30.85,31.05,15.06,2167900.0,66882000000.0
2023-12-11,TCB,31.0,30.65,30.95,30.85,14.96,1614200.0,49693000000.0
2023-12-08,TCB,31.0,30.6,30.85,30.95,15.01,2749400.0,84526000000.0
2023-12-07,TCB,31.05,30.3,30.55,30.85,14.96,5844300.0,179248000000.0
2023-12-06,TCB,30.5,30.0,30.0,30.4,14.74,2489700.0,75409000000.0
2023-12-05,TCB,30.3,29.9,30.25,30.05,14.57,3093500.0,93145000000.0
2023-12-04,TCB,30.5,29.8,29.8,30.2,14.64,4761000.0,143995000000.0
2023-12-01,TCB,29.85,29.35,29.6,29.75,14.43,2696100.0,79717000000.0
2023-11-30,TCB,30.05,29.5,29.75,29.5,14.3,2756300.0,82017000000.0
2023-11-29,TCB,30.3,29.6,29.9,29.9,14.5,1779600.0,53249000000.0
2023-11-28,TCB,29.95,28.8,29.3,29.95,14.52,3736900.0,108676000000.0
2023-11-27,TCB,29.95,29.3,29.95,29.3,14.21,3048100.0,90019000000.0
2023-11-24,TCB,30.6,29.45,30.35,30.05,14.57,4696800.0,140104000000.0
2023-11-23,TCB,31.3,30.4,31.2,30.4,14.74,3280100.0,100823000000.0
2023-11-22,TCB,31.0,30.65,30.9,30.95,15.01,1836200.0,56569000000.0
2023-11-21,TCB,31.35,30.8,31.35,30.8,14.93,2243600.0,69423000000.0
2023-11-20,TCB,31.25,30.45,30.5,31.0,15.03,4320400.0,132795000000.0
2023-11-17,TCB,31.95,30.7,31.7,31.15,15.1,5082600.0,158843000000.0
2023-11-16,TCB,31.8,31.5,31.5,31.7,15.37,2240400.0,70848000000.0
2023-11-15,TCB,32.2,31.5,32.0,31.55,15.3,3671500.0,117342000000.0
2023-11-14,TCB,31.75,30.9,31.15,31.5,15.27,3979700.0,124899000000.0
2023-11-13,TCB,31.3,30.65,31.3,30.9,14.98,2458800.0,75953000000.0
2023-11-10,TCB,31.5,30.7,31.2,31.05,15.06,4074300.0,126856000000.0
2023-11-09,TCB,31.95,31.3,31.85,31.5,15.27,4253500.0,134430000000.0
2023-11-08,TCB,31.9,30.2,30.6,31.8,15.42,3874600.0,120183000000.0
2023-11-07,TCB,30.95,30.45,30.6,30.6,14.84,1508300.0,46193000000.0
2023-11-06,TCB,31.0,30.3,30.8,31.0,15.03,3301400.0,101291000000.0
2023-11-03,TCB,31.0,29.55,29.95,31.0,15.03,8102700.0,245565000000.0
