date,VPB_code,VPB_high,VPB_low,VPB_open,VPB_close,VPB_adjust,VPB_volume_match,VPB_value_match
2024-11-27,VPB,19.2,19.0,19.05,19.05,18.55,6902700.0,131493000000.0
2024-11-26,VPB,19.4,19.05,19.05,19.05,18.55,18360500.0,354157000000.0
2024-11-25,VPB,19.2,19.05,19.05,19.05,18.55,7649800.0,146110000000.0
2024-11-22,VPB,19.3,19.05,19.2,19.05,18.55,18059300.0,346894000000.0
2024-11-21,VPB,19.2,18.6,18.7,19.2,18.69,27855200.0,529441000000.0
2024-11-20,VPB,18.9,18.4,18.4,18.7,18.2,17682700.0,331172000000.0
2024-11-19,VPB,18.8,18.5,18.75,18.5,18.01,11166800.0,207753000000.0
2024-11-18,VPB,18.9,18.45,18.6,18.7,18.2,19557500.0,364760000000.0
2024-11-15,VPB,18.95,18.7,18.85,18.7,18.2,16699300.0,313636000000.0
2024-11-14,VPB,19.2,18.8,19.1,19.0,18.5,12405400.0,235697000000.0
2024-11-13,VPB,19.35,18.75,18.95,19.35,18.84,20297800.0,387688000000.0
2024-11-12,VPB,19.25,18.9,19.25,19.1,18.59,15114900.0,287787000000.0
2024-11-11,VPB,19.45,18.95,19.45,19.2,18.69,28129900.0,538348000000.0
2024-11-08,VPB,19.8,19.3,19.8,19.5,18.98,24424300.0,475792000000.0
2024-11-07,VPB,19.95,19.6,19.9,19.7,19.18,13396000.0,264398000000.0
2024-11-06,VPB,19.95,19.7,19.75,19.85,19.32,16235900.0,322098000000.0
2024-11-05,VPB,19.8,19.55,19.55,19.7,19.18,9956500.0,196209000000.0
2024-11-04,VPB,20.2,19.6,20.15,19.7,19.18,30569300.0,603508000000.0
2024-11-01,VPB,20.4,20.05,20.4,20.15,19.62,16603900.0,335462000000.0
2024-10-31,VPB,20.45,20.15,20.25,20.45,19.91,13914600.0,282643000000.0
2024-10-30,VPB,20.35,20.15,20.25,20.25,19.71,9997900.0,202227000000.0
2024-10-29,VPB,20.3,20.15,20.2,20.25,19.71,14155600.0,286136000000.0
2024-10-28,VPB,20.1,19.9,20.0,20.1,19.57,11242600.0,224858000000.0
2024-10-25,VPB,20.2,20.0,20.1,20.1,19.57,16940400.0,340230000000.0
2024-10-24,VPB,20.45,20.0,20.4,20.0,19.47,26049600.0,527205000000.0
2024-10-23,VPB,20.55,20.3,20.5,20.45,19.91,15969500.0,325783000000.0
2024-10-22,VPB,20.65,20.3,20.6,20.6,20.05,22323400.0,457813000000.0
2024-10-21,VPB,20.75,20.4,20.55,20.65,20.1,18193500.0,374534000000.0
2024-10-18,VPB,20.95,20.55,20.85,20.55,20.01,24407500.0,505486000000.0
2024-10-17,VPB,20.95,20.7,20.85,20.9,20.35,22772200.0,474792000000.0
2024-10-16,VPB,20.9,20.65,20.8,20.85,20.3,17841900.0,371541000000.0
2024-10-15,VPB,21.05,20.5,20.5,20.85,20.3,44778300.0,932750000000.0
2024-10-14,VPB,20.8,20.4,20.8,20.65,20.1,22645500.0,465596000000.0
2024-10-11,VPB,20.7,20.35,20.5,20.7,20.15,22150500.0,454347000000.0
2024-10-10,VPB,20.7,20.3,20.35,20.55,20.01,45236500.0,927066000000.0
2024-10-09,VPB,20.3,20.0,20.0,20.25,19.71,49592300.0,999857000000.0
2024-10-08,VPB,20.15,19.85,20.0,20.1,19.57,27923200.0,558958000000.0
2024-10-07,VPB,20.15,19.7,20.1,20.0,19.47,25931500.0,516329000000.0
2024-10-04,VPB,20.45,19.95,20.0,20.0,19.47,34247700.0,692614000000.0
2024-10-03,VPB,20.45,19.8,19.8,20.0,19.47,49868500.0,1001449000000.0
2024-10-02,VPB,19.9,19.6,19.8,19.7,19.18,37579900.0,742390000000.0
2024-10-01,VPB,20.3,19.85,20.1,19.9,19.37,33052600.0,665749000000.0
2024-09-30,VPB,20.15,19.65,19.7,20.1,19.57,26723800.0,531894000000.0
2024-09-27,VPB,20.15,19.6,19.7,19.75,19.23,62864300.0,1247751000000.0
2024-09-26,VPB,19.85,19.35,19.5,19.6,19.08,55121600.0,1080154000000.0
2024-09-25,VPB,19.55,19.2,19.3,19.45,18.93,45912400.0,891887000000.0
2024-09-24,VPB,19.2,18.95,19.0,19.2,18.69,37613000.0,717341000000.0
2024-09-23,VPB,19.2,18.9,19.0,19.0,18.5,29074100.0,554123000000.0
2024-09-20,VPB,19.1,18.8,18.8,18.95,18.45,52246200.0,991760000000.0
2024-09-19,VPB,18.8,18.65,18.65,18.75,18.25,17466800.0,327519000000.0
2024-09-18,VPB,18.8,18.5,18.65,18.65,18.16,22132500.0,413954000000.0
2024-09-17,VPB,18.65,18.3,18.35,18.65,18.16,10212200.0,188571000000.0
2024-09-16,VPB,18.55,18.25,18.4,18.35,17.86,8949100.0,164351000000.0
2024-09-13,VPB,18.55,18.3,18.5,18.45,17.96,9336300.0,172006000000.0
2024-09-12,VPB,18.6,18.25,18.25,18.5,18.01,22640600.0,418601000000.0
2024-09-11,VPB,18.3,18.05,18.1,18.25,17.77,11712500.0,212859000000.0
2024-09-10,VPB,18.45,18.1,18.4,18.15,17.67,20585600.0,376365000000.0
2024-09-09,VPB,18.45,18.25,18.4,18.35,17.86,15693400.0,287846000000.0
2024-09-06,VPB,18.45,18.2,18.3,18.45,17.96,15016900.0,275698000000.0
2024-09-05,VPB,18.55,18.3,18.55,18.3,17.82,15906000.0,293179000000.0
2024-09-04,VPB,18.8,18.5,18.8,18.5,18.01,23328500.0,434486000000.0
2024-08-30,VPB,19.1,18.95,19.1,18.95,18.45,11969500.0,227408000000.0
2024-08-29,VPB,19.35,18.9,18.95,18.95,18.45,23609900.0,452460000000.0
2024-08-28,VPB,19.1,18.9,19.0,18.95,18.45,13771100.0,261732000000.0
2024-08-27,VPB,19.15,18.95,19.1,19.0,18.5,15396700.0,292994000000.0
2024-08-26,VPB,19.3,18.8,18.8,19.0,18.5,39610000.0,756305000000.0
2024-08-23,VPB,19.0,18.7,18.8,18.75,18.25,23789000.0,448298000000.0
2024-08-22,VPB,18.85,18.6,18.75,18.75,18.25,13069100.0,245151000000.0
2024-08-21,VPB,18.85,18.45,18.5,18.75,18.25,33804500.0,631692000000.0
2024-08-20,VPB,18.65,18.4,18.45,18.6,18.11,18245300.0,338443000000.0
2024-08-19,VPB,18.6,18.4,18.4,18.45,17.96,12496800.0,231348000000.0
2024-08-16,VPB,18.45,18.0,18.05,18.4,17.91,23592000.0,431677000000.0
2024-08-15,VPB,18.1,17.95,18.0,18.0,17.52,7537900.0,135819000000.0
2024-08-14,VPB,18.2,18.0,18.15,18.0,17.52,8233100.0,148898000000.0
2024-08-13,VPB,18.2,17.95,18.1,18.15,17.67,10643300.0,193017000000.0
2024-08-12,VPB,18.15,17.8,18.0,18.15,17.67,12636700.0,226872000000.0
2024-08-09,VPB,18.1,17.8,17.85,18.0,17.52,10704400.0,192140000000.0
2024-08-08,VPB,18.0,17.5,17.9,17.85,17.38,21942400.0,389628000000.0
2024-08-07,VPB,18.4,18.0,18.4,18.0,17.52,13538000.0,245723000000.0
2024-08-06,VPB,18.5,18.1,18.35,18.35,17.86,13180000.0,240955000000.0
2024-08-05,VPB,18.6,17.95,18.4,18.15,17.67,28580900.0,520549000000.0
2024-08-02,VPB,18.75,18.35,18.5,18.75,18.25,14027800.0,259759000000.0
2024-08-01,VPB,19.15,18.45,19.15,18.55,18.06,15647200.0,292464000000.0
2024-07-31,VPB,19.15,18.6,18.6,19.0,18.5,35033400.0,663593000000.0
2024-07-30,VPB,18.7,18.3,18.4,18.55,18.06,12800200.0,237402000000.0
2024-07-29,VPB,18.6,18.4,18.5,18.4,17.91,6226600.0,114931000000.0
2024-07-26,VPB,18.5,18.3,18.4,18.4,17.91,7748600.0,142651000000.0
2024-07-25,VPB,18.5,18.3,18.4,18.35,17.86,10459200.0,192462000000.0
2024-07-24,VPB,18.6,18.2,18.35,18.5,18.01,13366800.0,246456000000.0
2024-07-23,VPB,18.9,18.2,18.85,18.4,17.91,17890000.0,332168000000.0
2024-07-22,VPB,19.05,18.65,18.8,18.8,18.3,15847000.0,298029000000.0
2024-07-19,VPB,19.2,18.8,19.0,18.8,18.3,16979400.0,321794000000.0
2024-07-18,VPB,19.1,18.65,19.0,19.05,18.55,15897100.0,300301000000.0
2024-07-17,VPB,19.4,18.8,19.0,19.0,18.5,34909100.0,667393000000.0
2024-07-16,VPB,19.1,18.8,18.9,19.0,18.5,17481000.0,331503000000.0
2024-07-15,VPB,19.1,18.7,19.05,18.8,18.3,16131600.0,305050000000.0
2024-07-12,VPB,19.2,18.95,19.1,19.0,18.5,16053100.0,305759000000.0
2024-07-11,VPB,19.55,19.05,19.2,19.05,18.55,25226500.0,488066000000.0
2024-07-10,VPB,19.55,19.2,19.5,19.2,18.69,15163800.0,293555000000.0
2024-07-09,VPB,19.45,19.0,19.2,19.4,18.89,32010600.0,617299000000.0
2024-07-08,VPB,19.3,19.0,19.2,19.05,18.55,16156200.0,308947000000.0
2024-07-05,VPB,19.3,19.0,19.05,19.15,18.64,18430400.0,352643000000.0
2024-07-04,VPB,19.45,19.05,19.15,19.05,18.55,26247200.0,505794000000.0
2024-07-03,VPB,19.2,18.75,19.0,19.0,18.5,20129200.0,382601000000.0
2024-07-02,VPB,19.2,18.8,19.0,18.95,18.45,16424000.0,311851000000.0
2024-07-01,VPB,19.05,18.5,18.65,19.0,18.5,16520100.0,310906000000.0
2024-06-28,VPB,19.3,18.6,18.95,18.65,18.16,41520600.0,788915000000.0
2024-06-27,VPB,19.05,18.7,19.0,19.0,18.5,25081800.0,473945000000.0
2024-06-26,VPB,19.1,18.55,19.0,19.0,18.5,27222600.0,513900000000.0
2024-06-25,VPB,19.2,18.85,18.85,19.0,18.5,19532800.0,371941000000.0
2024-06-24,VPB,19.6,18.85,19.45,18.85,18.35,45272700.0,867402000000.0
2024-06-21,VPB,19.85,19.35,19.7,19.6,19.08,48973500.0,960846000000.0
2024-06-20,VPB,19.8,19.0,19.15,19.7,19.18,66042200.0,1286049000000.0
2024-06-19,VPB,19.2,18.4,18.65,19.0,18.5,51393800.0,966241000000.0
2024-06-18,VPB,19.1,18.6,18.8,18.6,18.11,35291600.0,668603000000.0
2024-06-17,VPB,19.05,18.45,18.7,18.75,18.25,26718200.0,499412000000.0
2024-06-14,VPB,19.5,18.7,19.45,18.7,18.2,35956600.0,687627000000.0
2024-06-13,VPB,19.8,19.25,19.5,19.45,18.93,44255400.0,861280000000.0
2024-06-12,VPB,19.4,18.15,18.3,19.4,18.89,69932300.0,1308973000000.0
2024-06-11,VPB,18.35,18.05,18.2,18.3,17.82,31079900.0,566200000000.0
2024-06-10,VPB,18.2,18.0,18.05,18.05,17.57,10496400.0,189627000000.0
2024-06-07,VPB,18.25,17.95,18.25,18.0,17.52,9957000.0,179948000000.0
2024-06-06,VPB,18.25,17.95,18.15,18.1,17.62,16613400.0,300864000000.0
2024-06-05,VPB,18.3,18.1,18.2,18.1,17.62,11802100.0,215015000000.0
2024-06-04,VPB,18.4,18.15,18.4,18.2,17.72,9138000.0,166585000000.0
2024-06-03,VPB,18.45,18.05,18.1,18.3,17.82,14012200.0,256608000000.0
2024-05-31,VPB,18.05,17.9,17.95,18.0,17.52,5706900.0,102579000000.0
2024-05-30,VPB,18.0,17.7,18.0,17.95,17.47,10458100.0,186803000000.0
2024-05-29,VPB,18.1,17.95,18.1,18.05,17.57,8290900.0,149355000000.0
2024-05-28,VPB,18.2,18.0,18.1,18.05,17.57,8406700.0,151956000000.0
2024-05-27,VPB,18.15,17.95,18.15,18.0,17.52,7401000.0,133459000000.0
2024-05-24,VPB,18.5,18.0,18.4,18.0,17.52,19560300.0,355890000000.0
2024-05-23,VPB,18.5,18.15,18.3,18.5,18.01,9367000.0,171515000000.0
2024-05-22,VPB,18.8,18.25,18.8,18.3,17.82,22572900.0,416926000000.0
2024-05-21,VPB,19.85,19.6,19.8,19.8,18.3,24050900.0,474407000000.0
2024-05-20,VPB,19.85,19.5,19.55,19.8,18.3,25252400.0,497421000000.0
2024-05-17,VPB,19.45,19.25,19.4,19.4,17.93,12369500.0,239198000000.0
2024-05-16,VPB,19.45,19.1,19.2,19.4,17.93,20748200.0,401027000000.0
2024-05-15,VPB,19.25,19.05,19.25,19.05,17.61,10503000.0,200921000000.0
2024-05-14,VPB,19.3,18.9,19.0,19.1,17.65,20931300.0,399810000000.0
2024-05-13,VPB,18.9,18.45,18.55,18.8,17.38,16732700.0,311761000000.0
2024-05-10,VPB,18.75,18.4,18.7,18.5,17.1,10354900.0,192263000000.0
2024-05-09,VPB,18.85,18.5,18.65,18.75,17.33,9750600.0,182039000000.0
2024-05-08,VPB,18.8,18.5,18.65,18.55,17.15,10945500.0,203612000000.0
2024-05-07,VPB,18.85,18.55,18.75,18.8,17.38,7408000.0,138270000000.0
2024-05-06,VPB,18.75,18.4,18.5,18.75,17.33,11299500.0,209623000000.0
2024-05-03,VPB,18.5,18.35,18.4,18.4,17.01,10568400.0,194597000000.0
2024-05-02,VPB,18.6,18.3,18.55,18.3,16.92,6332900.0,116422000000.0
2024-04-26,VPB,18.6,18.3,18.4,18.55,17.15,8253200.0,152062000000.0
2024-04-25,VPB,18.75,18.35,18.75,18.6,17.19,10618000.0,196053000000.0
2024-04-24,VPB,18.75,18.4,18.5,18.6,17.19,13072600.0,243411000000.0
2024-04-23,VPB,18.6,18.0,18.35,18.4,17.01,15635300.0,285626000000.0
2024-04-22,VPB,18.6,18.25,18.4,18.3,16.92,8682900.0,159808000000.0
2024-04-19,VPB,18.5,17.95,18.15,18.1,16.73,15355900.0,278918000000.0
2024-04-17,VPB,19.05,18.15,18.95,18.15,16.78,13194900.0,244488000000.0
2024-04-16,VPB,19.0,18.5,18.7,18.75,17.33,23551000.0,441985000000.0
2024-04-15,VPB,19.8,18.4,19.6,18.6,17.19,28346300.0,545415000000.0
2024-04-12,VPB,19.7,19.4,19.4,19.7,18.21,17723300.0,346593000000.0
2024-04-11,VPB,19.6,19.3,19.35,19.35,17.89,9554900.0,185552000000.0
2024-04-10,VPB,19.95,19.3,19.4,19.35,17.89,29210400.0,574531000000.0
2024-04-09,VPB,19.4,19.15,19.35,19.35,17.89,9349100.0,180408000000.0
2024-04-08,VPB,19.45,19.1,19.45,19.4,17.93,8428800.0,162575000000.0
2024-04-05,VPB,19.45,19.0,19.1,19.45,17.98,11106300.0,213422000000.0
2024-04-04,VPB,19.6,19.2,19.4,19.3,17.84,12592700.0,244723000000.0
2024-04-03,VPB,19.5,19.25,19.35,19.35,17.89,16269600.0,314515000000.0
2024-04-02,VPB,19.6,18.9,19.55,19.55,18.07,25838800.0,498552000000.0
2024-04-01,VPB,19.75,19.45,19.6,19.65,18.16,11686300.0,228965000000.0
2024-03-29,VPB,19.8,19.45,19.7,19.75,18.26,20541100.0,404409000000.0
2024-03-28,VPB,19.8,19.5,19.65,19.65,18.16,14691300.0,288625000000.0
2024-03-27,VPB,19.75,19.35,19.65,19.6,18.12,16220800.0,317128000000.0
2024-03-26,VPB,19.6,18.9,18.9,19.6,18.12,37172800.0,721919000000.0
2024-03-25,VPB,19.15,18.65,18.8,18.9,17.47,19751100.0,372922000000.0
2024-03-22,VPB,19.0,18.65,18.9,18.8,17.38,14969100.0,281742000000.0
2024-03-21,VPB,18.95,18.55,18.75,18.75,17.33,16882000.0,315780000000.0
2024-03-20,VPB,18.65,18.2,18.2,18.65,17.24,11504800.0,212282000000.0
2024-03-19,VPB,18.5,18.1,18.2,18.15,16.78,12349900.0,224958000000.0
2024-03-18,VPB,18.7,17.95,18.65,18.2,16.82,23317100.0,426959000000.0
2024-03-15,VPB,18.8,18.55,18.75,18.65,17.24,13581400.0,253183000000.0
2024-03-14,VPB,19.1,18.65,19.1,18.8,17.38,9582800.0,180519000000.0
2024-03-13,VPB,19.1,18.6,18.65,19.05,17.61,10986000.0,206085000000.0
2024-03-12,VPB,18.75,18.5,18.55,18.55,17.15,10959400.0,204120000000.0
2024-03-11,VPB,19.1,18.55,18.95,18.55,17.15,16575400.0,312334000000.0
2024-03-08,VPB,19.5,18.95,19.45,19.0,17.56,29743400.0,568681000000.0
2024-03-07,VPB,19.6,19.4,19.4,19.45,17.98,8016100.0,156198000000.0
2024-03-06,VPB,19.85,19.5,19.8,19.55,18.07,6629200.0,130298000000.0
2024-03-05,VPB,19.75,19.55,19.6,19.75,18.26,8094000.0,158721000000.0
2024-03-04,VPB,19.8,19.6,19.8,19.6,18.12,12989200.0,255443000000.0
2024-03-01,VPB,19.9,19.65,19.9,19.65,18.16,9758900.0,192493000000.0
2024-02-29,VPB,20.2,19.65,20.1,19.9,18.39,17115500.0,340284000000.0
2024-02-28,VPB,19.9,19.4,19.4,19.9,18.39,20960400.0,412803000000.0
2024-02-27,VPB,19.5,19.2,19.35,19.35,17.89,17762400.0,343096000000.0
2024-02-26,VPB,19.55,19.2,19.55,19.25,17.79,12770300.0,246537000000.0
2024-02-23,VPB,20.25,19.5,19.7,19.5,18.02,42130600.0,837366000000.0
2024-02-22,VPB,19.9,19.6,19.8,19.7,18.21,10541600.0,207897000000.0
2024-02-21,VPB,20.0,19.6,19.6,19.75,18.26,17579300.0,347943000000.0
2024-02-20,VPB,19.75,19.5,19.7,19.6,18.12,16244900.0,318865000000.0
2024-02-19,VPB,19.95,19.65,19.85,19.8,18.3,11047900.0,218097000000.0
2024-02-16,VPB,19.95,19.7,19.95,19.85,18.35,7324700.0,145059000000.0
2024-02-15,VPB,20.15,19.6,19.6,19.8,18.3,19362100.0,384490000000.0
2024-02-07,VPB,19.6,19.3,19.35,19.6,18.12,10722600.0,208997000000.0
2024-02-06,VPB,19.4,19.2,19.3,19.3,17.84,5805600.0,112029000000.0
2024-02-05,VPB,19.45,18.85,18.85,19.2,17.75,10730400.0,205747000000.0
2024-02-02,VPB,19.2,18.8,19.15,18.8,17.38,16720300.0,316692000000.0
2024-02-01,VPB,19.35,19.1,19.35,19.15,17.7,6507100.0,124869000000.0
2024-01-31,VPB,19.7,19.15,19.65,19.4,17.93,20001700.0,387452000000.0
2024-01-30,VPB,19.85,19.65,19.65,19.7,18.21,6805100.0,134388000000.0
2024-01-29,VPB,19.75,19.55,19.75,19.75,18.26,4834600.0,95193000000.0
2024-01-26,VPB,19.75,19.65,19.7,19.75,18.26,7546300.0,148655000000.0
2024-01-25,VPB,19.7,19.55,19.65,19.65,18.16,5002000.0,98258000000.0
2024-01-24,VPB,19.8,19.55,19.7,19.65,18.16,7406900.0,145982000000.0
2024-01-23,VPB,19.9,19.65,19.85,19.7,18.21,10961900.0,216342000000.0
2024-01-22,VPB,19.95,19.7,19.85,19.8,18.3,16135000.0,319649000000.0
2024-01-19,VPB,19.75,19.55,19.55,19.7,18.21,16580100.0,325893000000.0
2024-01-18,VPB,19.55,19.3,19.4,19.5,18.02,8447900.0,164244000000.0
2024-01-17,VPB,19.55,19.25,19.45,19.3,17.84,11934200.0,231559000000.0
2024-01-16,VPB,19.45,19.2,19.3,19.45,17.98,9593500.0,185515000000.0
2024-01-15,VPB,19.8,19.35,19.8,19.35,17.89,11340300.0,221979000000.0
2024-01-12,VPB,19.75,19.3,19.45,19.65,18.16,25020500.0,489622000000.0
2024-01-11,VPB,19.85,19.55,19.8,19.65,18.16,17937600.0,353837000000.0
2024-01-10,VPB,19.75,19.1,19.1,19.6,18.12,31567400.0,617636000000.0
2024-01-09,VPB,19.35,19.1,19.25,19.15,17.7,6451500.0,123864000000.0
2024-01-08,VPB,19.4,19.15,19.3,19.25,17.79,9012800.0,173397000000.0
2024-01-05,VPB,19.45,19.1,19.35,19.2,17.75,9906800.0,190457000000.0
2024-01-04,VPB,19.65,18.95,19.15,19.35,17.89,25321300.0,489615000000.0
2024-01-03,VPB,19.1,18.65,18.85,19.1,17.65,8220900.0,155201000000.0
2024-01-02,VPB,19.2,18.85,19.2,18.85,17.42,8798600.0,167354000000.0
2023-12-29,VPB,19.2,18.7,18.8,19.2,17.75,17010800.0,323852000000.0
2023-12-28,VPB,18.8,18.45,18.5,18.8,17.38,10315400.0,191708000000.0
2023-12-27,VPB,18.6,18.35,18.5,18.5,17.1,7673900.0,141996000000.0
2023-12-26,VPB,18.55,18.25,18.5,18.5,17.1,8402900.0,154518000000.0
2023-12-25,VPB,18.5,18.25,18.25,18.5,17.1,8637100.0,159091000000.0
2023-12-22,VPB,18.35,18.05,18.2,18.15,16.78,10359500.0,188104000000.0
2023-12-21,VPB,18.25,18.0,18.2,18.2,16.82,9592700.0,173896000000.0
2023-12-20,VPB,18.35,18.05,18.3,18.25,16.87,7715000.0,140150000000.0
2023-12-19,VPB,18.3,18.0,18.1,18.3,16.92,11907200.0,216037000000.0
2023-12-18,VPB,18.7,18.05,18.65,18.4,17.01,22104100.0,403141000000.0
2023-12-15,VPB,19.1,18.65,19.0,18.7,17.29,12092300.0,227750000000.0
2023-12-14,VPB,19.3,18.95,19.2,19.0,17.56,9433900.0,180235000000.0
2023-12-13,VPB,19.4,19.1,19.35,19.2,17.75,9962400.0,191541000000.0
2023-12-12,VPB,19.45,19.2,19.4,19.45,17.98,6823800.0,131759000000.0
2023-12-11,VPB,19.6,19.2,19.5,19.4,17.93,7675600.0,148478000000.0
2023-12-08,VPB,19.7,19.3,19.65,19.6,18.12,8339400.0,162986000000.0
2023-12-07,VPB,19.65,19.15,19.4,19.65,18.16,17158000.0,332231000000.0
2023-12-06,VPB,19.45,19.15,19.25,19.4,17.93,9473600.0,183224000000.0
2023-12-05,VPB,19.55,19.15,19.5,19.15,17.7,11505600.0,222173000000.0
2023-12-04,VPB,19.6,19.25,19.3,19.5,18.02,10850300.0,210998000000.0
2023-12-01,VPB,19.35,19.05,19.2,19.3,17.84,4871900.0,93276000000.0
2023-11-30,VPB,19.45,19.1,19.2,19.1,17.65,6750000.0,130007000000.0
2023-11-29,VPB,19.4,19.25,19.4,19.25,17.79,5477900.0,105873000000.0
2023-11-28,VPB,19.45,19.05,19.2,19.35,17.89,5746400.0,110447000000.0
2023-11-27,VPB,19.45,19.15,19.25,19.2,17.75,8007700.0,154378000000.0
2023-11-24,VPB,19.4,19.0,19.15,19.2,17.75,10847900.0,208736000000.0
2023-11-23,VPB,19.75,19.15,19.7,19.15,17.7,10595200.0,206461000000.0
2023-11-22,VPB,19.75,19.4,19.65,19.65,18.16,7319900.0,143245000000.0
2023-11-21,VPB,19.9,19.5,19.6,19.65,18.16,8679600.0,170934000000.0
2023-11-20,VPB,19.9,18.85,18.9,19.5,18.02,11870100.0,230537000000.0
2023-11-17,VPB,20.0,19.0,20.0,19.3,17.84,15196300.0,297725000000.0
2023-11-16,VPB,20.0,19.75,19.75,19.9,18.39,9904000.0,196942000000.0
2023-11-15,VPB,20.15,19.8,19.9,19.95,18.44,17930900.0,357527000000.0
2023-11-14,VPB,20.0,19.3,19.4,19.6,18.12,12703100.0,249185000000.0
2023-11-13,VPB,19.7,19.05,19.55,19.2,17.75,10465400.0,203229000000.0
2023-11-10,VPB,19.9,19.55,19.9,19.55,18.07,12157400.0,239779000000.0
2023-11-09,VPB,20.55,20.0,20.5,20.0,18.49,13599100.0,275184000000.0
2023-11-08,VPB,21.35,20.6,20.8,21.35,18.81,13583900.0,284347000000.0
2023-11-07,VPB,21.1,20.7,20.9,20.7,18.24,6341900.0,131983000000.0
2023-11-06,VPB,20.85,20.2,20.2,20.8,18.33,9583200.0,198041000000.0
2023-11-03,VPB,20.5,19.8,20.45,19.8,17.45,13532500.0,270908000000.0
2023-11-02,VPB,20.4,19.85,19.95,20.3,17.89,6159200.0,123773000000.0
2023-11-01,VPB,20.1,19.8,20.0,19.8,17.45,4810600.0,96026000000.0
2023-10-31,VPB,20.05,19.55,19.8,20.0,17.62,6938600.0,137816000000.0
2023-10-30,VPB,20.15,19.8,20.0,19.9,17.53,4922200.0,98246000000.0
2023-10-27,VPB,20.5,19.9,20.2,20.2,17.8,5693300.0,114715000000.0
2023-10-26,VPB,20.85,19.55,20.7,20.2,17.8,17363600.0,348373000000.0
2023-10-25,VPB,21.25,20.9,21.05,21.0,18.5,5160700.0,108567000000.0
2023-10-24,VPB,21.4,20.85,20.85,21.05,18.55,5469700.0,115682000000.0
2023-10-23,VPB,21.7,20.7,21.6,21.05,18.55,13595100.0,286932000000.0
2023-10-20,VPB,22.1,21.45,21.6,21.6,19.03,10805700.0,233914000000.0
2023-10-19,VPB,22.4,21.45,22.2,21.45,18.9,11470700.0,251971000000.0
2023-10-18,VPB,23.15,21.75,22.5,22.5,19.82,39738000.0,901491000000.0
2023-10-17,VPB,22.7,22.2,22.45,22.7,20.0,25974900.0,585633000000.0
2023-10-16,VPB,22.5,21.7,21.7,22.5,19.82,26096800.0,577542000000.0
2023-10-13,VPB,22.0,21.4,21.65,21.95,19.34,13714000.0,298047000000.0
2023-10-12,VPB,21.9,21.6,21.9,21.85,19.25,10399300.0,226221000000.0
2023-10-11,VPB,21.8,21.4,21.6,21.8,19.21,8928600.0,192725000000.0
2023-10-10,VPB,21.6,21.3,21.35,21.6,19.03,11693200.0,251004000000.0
2023-10-09,VPB,21.4,20.75,21.0,21.4,18.86,13601600.0,287291000000.0
2023-10-06,VPB,21.05,20.7,20.95,20.95,18.46,8351000.0,174467000000.0
2023-10-05,VPB,21.1,20.8,20.9,20.8,18.33,5682000.0,118617000000.0
2023-10-04,VPB,21.25,20.5,20.5,21.0,18.5,6975100.0,146794000000.0
2023-10-03,VPB,21.6,20.7,21.5,21.0,18.5,12856900.0,271706000000.0
2023-10-02,VPB,21.8,21.4,21.6,21.8,19.21,11272900.0,244061000000.0
2023-09-29,VPB,21.7,21.1,21.3,21.7,19.12,8454600.0,180749000000.0
2023-09-28,VPB,21.4,20.55,20.75,21.2,18.68,13128800.0,275673000000.0
2023-09-27,VPB,21.0,20.3,20.5,21.0,18.5,12676000.0,260918000000.0
2023-09-26,VPB,20.7,20.25,20.6,20.45,18.02,18954700.0,387340000000.0
2023-09-25,VPB,21.3,20.4,21.2,20.4,17.97,14432900.0,299769000000.0
2023-09-22,VPB,21.35,20.85,21.2,21.25,18.72,19598000.0,412776000000.0
2023-09-21,VPB,21.9,21.65,21.7,21.65,19.08,10971400.0,238646000000.0
2023-09-20,VPB,22.05,21.55,21.8,21.9,19.3,14203800.0,309489000000.0
2023-09-19,VPB,22.15,21.6,22.05,21.9,19.3,13549100.0,295713000000.0
2023-09-18,VPB,22.5,21.9,22.5,22.15,19.52,17640000.0,390534000000.0
2023-09-15,VPB,22.65,22.2,22.45,22.55,19.87,24180400.0,542727000000.0
2023-09-14,VPB,22.6,22.0,22.4,22.4,19.74,23071700.0,514868000000.0
2023-09-13,VPB,22.55,22.05,22.3,22.45,19.78,30576700.0,682195000000.0
2023-09-12,VPB,22.3,21.7,21.9,22.3,19.65,19787600.0,436445000000.0
2023-09-11,VPB,22.3,21.5,22.1,21.9,19.3,38037700.0,836922000000.0
2023-09-08,VPB,21.9,21.7,21.75,21.8,19.21,16766200.0,365325000000.0
2023-09-07,VPB,22.1,21.7,21.9,21.75,19.16,20570900.0,450294000000.0
2023-09-06,VPB,21.8,20.9,21.25,21.8,19.21,23267300.0,495619000000.0
2023-09-05,VPB,21.3,20.95,21.2,21.0,18.5,14495100.0,305804000000.0
2023-08-31,VPB,21.05,20.7,20.8,20.95,18.46,14336300.0,299321000000.0
2023-08-30,VPB,20.9,20.6,20.9,20.8,18.33,9352600.0,194062000000.0
2023-08-29,VPB,20.9,20.25,20.35,20.85,18.37,16213200.0,334289000000.0
2023-08-28,VPB,20.4,20.1,20.2,20.3,17.89,11608800.0,235105000000.0
2023-08-25,VPB,20.55,20.0,20.45,20.2,17.8,16068000.0,325888000000.0
2023-08-24,VPB,20.5,20.15,20.25,20.5,18.06,9969500.0,203310000000.0
